Country Name,year,population,renewables_production,solar_electricity_generation_twh,wind_electricity_generation_twh,hydro_electricity_generation_twh,other_renewables_electricity_generation_twh,co2_per_capita,gdp_per_capita,renewables_production_per_capita,solar_per_capita,wind_per_capita,hydro_per_capita,other_renewables_per_capita,log_gdp_per_capita,log_renewables_production_per_capita,log_hydro_per_capita
Indonesia,2012,252698525.0,22.4874,0.00301,0.00461,12.79911,9.68067,2.041778,9530.29071136718,8.898904336699235e-08,1.1911426867252193e-11,1.8243082344861335e-11,5.0649721837513694e-08,3.830916702026654e-08,9.162335424137257,8.898903940746767e-08,5.0649720554816576e-08
India,2012,1278674502.0,165.243975,2.099,27.4326,115.776375,19.936,1.5060126,4819.64288218731,1.2923067969333763e-07,1.6415436428245914e-09,2.145393527210571e-08,9.05440554409366e-08,1.5591145337470725e-08,8.480662576197744,1.2923067134305406e-07,9.054405134182386e-08
Ireland,2012,4599533.0,5.253521479,0.000645929,4.0112,0.802349,0.43932655,8.309446,46726.2157665366,1.142185843432366e-06,1.4043360488988771e-10,8.720885359448447e-07,1.7444140524701093e-07,9.551546863562018e-08,10.752082052634108,1.142185191138612e-06,1.7444139003211076e-07
Iraq,2012,33654842.0,4.396909,0.0,0.0,4.396909,0.0,3.9644012,14402.0340893955,1.3064714432473045e-07,0.0,0.0,1.3064714432473045e-07,0.0,9.575194164022292,1.3064713579039302e-07,1.3064713579039302e-07
Iceland,2012,320716.0,17.546035,0.0,0.0,12.33653,5.209505,10.90563,42004.4476110597,5.4708948103618156e-05,0.0,0.0,3.846558949350827e-05,1.624335861010988e-05,10.645554593879767,5.470745162369716e-05,3.846484971169143e-05
Israel,2012,7910500.0,0.484,0.369,0.006,0.033,0.076,9.830104,32401.0184944083,6.11845016117818e-08,4.6646861766007204e-08,7.584855571708489e-10,4.171670564439669e-09,9.607483724164085e-09,10.385975999050038,6.118449974001027e-08,4.171670555738252e-09
Italy,2012,59539717.0,92.2224,18.8617,13.4071,41.875,18.0786,6.6649837,36678.1175205307,1.5489223773099222e-06,3.16791898758941e-07,2.2517910187581174e-07,7.033120429510943e-07,3.036393337240753e-07,10.509962867207774,1.5489211777308956e-06,7.033117956272955e-07
Japan,2012,127629000.0,111.329292,7.371903,4.727417,77.09999,22.129982,10.20883,37605.9742614539,8.722883670639117e-07,5.776040711750464e-08,3.70403043195512e-08,6.040946023239233e-07,1.733930533029327e-07,10.53494479785461,8.722879866206353e-07,6.040944198588525e-07
Kazakhstan,2012,17306106.0,7.6399517,2.1e-05,0.002665,7.6372657,0.0,14.234627,21367.2180595372,4.4145989282626604e-07,1.2134445495711167e-12,1.5399189164795362e-10,4.4130468749006856e-07,0.0,9.969659959695477,4.4145979538287624e-07,4.413045901151836e-07
Kuwait,2012,3337109.0,0.0,0.0,0.0,0.0,0.0,30.655836,82089.7260743665,0.0,0.0,0.0,0.0,0.0,11.31558033016087,0.0,0.0
Sri Lanka,2012,21169458.0,3.48115217,0.01000782,0.14680775,3.3021636,0.022173,0.7462705,10249.1670637487,1.6444219639444713e-07,4.727480505169287e-10,6.934884681506725e-09,1.5598715848086428e-07,1.0474051815592065e-09,9.235049283336041,1.6444218287383062e-07,1.5598714631486873e-07
Lithuania,2012,2987773.0,1.1827,0.0023,0.5401,0.4223,0.218,4.7130303,24578.1306085315,3.958466724212315e-07,7.698041317061236e-10,1.807700919715119e-07,1.4134273253021566e-07,7.29640437877978e-08,10.109653012621898,3.958465940739581e-07,1.4134272254133258e-07
Luxembourg,2012,530946.0,0.308056,0.038277,0.077466,0.098302,0.094011,20.467789,96636.426643956,5.802021297834432e-07,7.209207716038919e-08,1.4590184312528956e-07,1.851450053301089e-07,1.7706320416765546e-07,11.47872138454378,5.802019614662526e-07,1.8514498819077452e-07
Latvia,2012,2034319.0,4.0962000000000005,0.0002,0.108,3.7,0.288,3.6959643,20494.0464806476,2.0135485142693945e-06,9.831299810894949e-11,5.308901897883272e-08,1.8187904650155656e-06,1.4157071727688723e-07,9.927938500837676,2.0135464870833057e-06,1.8187888110181932e-06
Morocco,2012,33355241.0,2.359101283,0.000101283,0.728,1.631,0.0,1.707486,7307.6123046875,7.072655487633862e-08,3.036494324834889e-12,2.1825655524419686e-08,4.8897862857594106e-08,0.0,8.896808699522774,7.072655237521597e-08,4.889786166209365e-08
Mexico,2012,116818208.0,43.059792,0.069,3.6883104,31.855,7.4474816,4.2928996,18004.7935607542,3.686051407328556e-07,5.906613462175349e-10,3.157307805988601e-08,2.7268865483709527e-07,6.375274648965681e-08,9.798448849577385,3.686050727979974e-07,2.7268861765755083e-07
North Macedonia,2012,1929821.0,1.043836,0.002836,0.0,1.041,0.0,4.185888,12725.8990512712,5.408978345660038e-07,1.4695663483815339e-09,0.0,5.394282682176223e-07,0.0,9.451473068104788,5.408976882808228e-07,5.394281227262463e-07
Malaysia,2012,29662831.0,10.7596624,0.007,0.0,9.251,1.5016624,7.180377,22638.5406944009,3.6273214785197e-07,2.359855672575554e-10,0.0,3.1187178324280645e-07,5.062437904190602e-08,10.027453244761544,3.627320820646804e-07,3.1187173461081197e-07
North America,2012,348654703.0,952.872317,10.196253,157.77695,688.53314,96.365974,11.94888,50842.4778721114,2.7329971711295113e-06,2.924455890675308e-08,4.525306804767237e-07,1.974828201299209e-06,2.763937304468255e-07,10.836507131148382,2.7329934364995472e-06,1.974826251328564e-06
Netherlands,2012,16754962.0,12.543575,0.253753,4.981829,0.104388,7.203605,9.788568,47653.3401651371,7.486483705543469e-07,1.5144946315008056e-08,2.97334544835136e-07,6.2302737541272845e-09,4.2993860565007547e-07,10.771728989197536,7.486480903172954e-07,6.230273734719129e-09
Norway,2012,5018573.0,143.6069,0.0089,1.548,141.724,0.326,8.81318,65774.3520746224,2.861508640005834e-05,1.7734124819943836e-09,3.084542159693602e-07,2.8239900067210337e-05,6.495870439664821e-08,11.094000458606025,2.8614676996283564e-05,2.8239501328739307e-05
New Zealand,2012,4408100.0,32.167353849,0.004822949,2.0791955,22.896656,7.1866794,8.146944,32989.3681569621,7.297328519997278e-06,1.0941106145504867e-09,4.7167611896281843e-07,5.194223361538985e-06,1.6303349288809237e-06,10.40397092381365,7.297301894625043e-06,5.194209871607534e-06
Oman,2012,3547106.0,0.0,0.0,0.0,0.0,0.0,17.684446,49989.4425093994,0.0,0.0,0.0,0.0,0.0,10.819587116326817,0.0,0.0
Pakistan,2012,207667125.0,10.831467,0.065927,0.019,10.74654,0.0,0.74527144,4046.59848766311,5.215783191489746e-08,3.1746478890195066e-10,9.149257495619492e-11,5.174887455103931e-08,0.0,8.305879018217604,5.215783055467779e-08,5.174887321206635e-08
Peru,2012,29550366.0,22.7608,0.0597,0.0012,22.0319,0.668,1.5400403,10757.1522234351,7.702374989196412e-07,2.0202795457761844e-09,4.060863408595345e-11,7.45571137765265e-07,2.260547297451409e-08,9.283419092522548,7.702372022868911e-07,7.455708598272424e-07
Philippines,2012,100175512.0,20.761602,0.00132,0.075339,10.252134,10.432809,0.8796461,6094.26837360697,2.0725226740044014e-07,1.317687300664857e-11,7.520700268544673e-10,1.02341718003897e-07,1.0414530249668204e-07,8.715268072710886,2.0725224592369194e-07,1.0234171276698373e-07
Poland,2012,38063164.0,16.8794,0.0011,4.747,2.037,10.0943,8.522221,23728.1456821435,4.434576169232805e-07,2.8899331647784195e-11,1.2471375212002869e-07,5.3516307787760364e-08,2.6519865768384365e-07,10.074459347186435,4.434575185959805e-07,5.351630635576281e-08
Portugal,2012,10514844.0,19.372,0.393,10.26,5.622,3.097,4.749493,26476.2182777269,1.8423478275093763e-06,3.737573282114314e-08,9.757634064756453e-07,5.34672696998643e-07,2.945359912139448e-07,10.18403995459803,1.842346130388702e-06,5.346725540612476e-07
Qatar,2012,1722438.0,0.0106349999999999,0.001094,0.0,0.0,0.009541,48.9341,180939.425774901,6.174387699295939e-09,6.351462287757237e-10,0.0,0.0,5.539241470520274e-09,12.105923116704526,6.1743876802344075e-09,0.0
Romania,2012,20058035.0,14.926000000000002,0.008,2.64,12.066,0.212,4.4468966,19807.4162807531,7.441406897535078e-07,3.988426583162309e-10,1.316180772443562e-07,6.015544394054553e-07,1.0569330445380117e-08,9.893862191052726,7.441404128809621e-07,6.015542584716561e-07
Russian Federation,2012,143378447.0,163.96661150699998,0.004211507,0.005251,163.4543,0.502849,11.79054,24273.517578125,1.1435931615788808e-06,2.9373361813578577e-11,3.6623356647181423e-11,1.1400200198848576e-06,3.5071449755624707e-09,10.097182419764318,1.1435925076767198e-06,1.1400193700625285e-06
Saudi Arabia,2012,26168861.0,0.025637,0.025637,0.0,0.0,0.0,22.396475,64162.5358326384,9.79675806295123e-10,9.79675806295123e-10,0.0,0.0,0.0,11.069190350632866,9.796758058152406e-10,0.0
Singapore,2012,5312437.0,0.64390646,0.008193,0.0,0.0,0.63571346,8.709126,82107.7270892092,1.2120735925903685e-07,1.5422300537399315e-09,0.0,0.0,1.196651292052969e-07,11.315799588076388,1.2120735191342546e-07,0.0
Slovenia,2012,2057159.0,4.329,0.163,0.0,3.899,0.267,7.6753354,28786.7105517686,2.10435848663132e-06,7.923548933261844e-08,0.0,1.8953323491280936e-06,1.297906481706081e-07,10.26770385810197,2.1043562724721064e-06,1.8953305529880063e-06
Sweden,2012,9519374.0,98.317487,0.019,7.165177,78.93931,12.194,4.907013,45206.9864434727,1.0328146262558861e-05,1.9959295642759702e-09,7.52694137240537e-07,8.292489611186619e-06,1.2809665845674308e-06,10.719029041439539,1.0328092927623484e-05,8.29245522868472e-06
Thailand,2012,69436098.0,13.642407,0.498475,0.017179,8.431217,4.695536,3.778263,14616.6497925392,1.9647427480731997e-07,7.178902823715699e-09,2.4740733559077585e-10,1.214241186191079e-07,6.762384602890559e-08,9.58998496747734,1.9647425550625215e-07,1.214241112472002e-07
Turkmenistan,2012,5808546.0,0.004135432,0.000981432,0.0,0.003154,0.0,11.524249,11035.451277853,7.119564861843221e-10,1.6896345488182413e-10,0.0,5.429930313024981e-10,0.0,9.308958825934,7.119564859308811e-10,5.429930311550774e-10
Trinidad and Tobago,2012,1335194.0,0.006228,0.006228,0.0,0.0,0.0,32.894268,32103.1091184987,4.6644907032236516e-09,4.6644907032236516e-09,0.0,0.0,0.0,10.376739310847615,4.6644906923449154e-09,0.0
Turkey,2012,75175827.0,65.221289787,0.004257787,5.86075,57.86501,1.491272,4.7356477,20627.4920606022,8.675832696459728e-07,5.663771414180784e-11,7.796056570152532e-08,7.697289449173602e-07,1.9837121312945448e-08,9.934428508900416,8.675828932958256e-07,7.697286486761878e-07
Ukraine,2012,46210056.0,11.23413,0.3333,0.2882,10.47863,0.134,6.58784,9552.314453125,2.431100711066007e-07,7.212715777708644e-09,6.236737735180412e-09,2.267608158709005e-07,2.8998017228111564e-09,9.16464343641674,2.431100415553521e-07,2.2676079016067056e-07
United States,2012,313877662.0,502.347284,9.037014,142.24414,274.03003,77.0361,16.852186,51784.4114692048,1.6004556705280925e-06,2.8791516868122968e-08,4.531833807274886e-07,8.730472511293269e-07,2.45433521803154e-07,10.85486375671324,1.6004543898002822e-06,8.730468700237974e-07
Uzbekistan,2012,29261903.0,6.3549814,0.0,0.0,6.3549814,0.0,4.0618796,6168.13764755172,2.171759437518469e-07,0.0,0.0,2.171759437518469e-07,0.0,8.727314341742641,2.1717592016915503e-07,2.1717592016915503e-07
World,2012,7175816385.0,4705.61247,101.51538,530.50684,3641.4434,432.14685,4.8603024,14071.8784661929,6.557598769996956e-07,1.4146875359325404e-08,7.39298236656316e-08,5.074605040914798e-07,6.022267388325879e-08,9.552004711003397,6.557596619892814e-07,5.074603753334418e-07
South Africa,2012,53782567.0,1.5641099,0.086,0.037,1.0185099,0.4226,8.533725,12986.7976675307,2.9082098294043868e-08,1.599031150744441e-09,6.879552625295851e-10,1.8937547179553553e-08,7.857564701216288e-09,9.471765554685215,2.9082097871159655e-08,1.8937547000238207e-08
United Arab Emirates,2013,7693031.0,0.086912,0.085423,0.001489,0.0,0.0,27.239588,85514.8024335635,1.1297497696291619e-08,1.1103945895967403e-08,1.9355180032421553e-10,0.0,0.0,11.356456461631408,1.129749763247489e-08,0.0
Argentina,2013,42582455.0,34.766715449,0.015074079,0.45335487,32.771378,1.5269085,4.451081,19928.989490167,8.164563421484271e-07,3.5399741513259393e-10,1.0646517914479098e-08,7.695981361337667e-07,3.585769068504857e-08,9.89998088586937,8.164560088481292e-07,7.695978399932732e-07
Australia,2013,23128129.0,35.52705,3.8474,9.259,19.089,3.33165,17.17437,45930.8505081503,1.5360970184834235e-06,1.663515453411731e-07,4.003350206149404e-07,8.253585925606001e-07,1.440518599667098e-07,10.734914066256765,1.5360958386876067e-06,8.253582519523843e-07
Austria,2013,8479823.0,50.5061989,0.625974,3.1532316,42.01672,4.7102733,7.990079,47519.8522796571,5.956043999975e-06,7.381922948155876e-08,3.718511105715296e-07,4.954905308754676e-06,5.554683511672354e-07,10.768923889053662,5.956026262815363e-06,4.954893033251916e-06
Azerbaijan,2013,9416801.0,1.5577,0.0008,0.0008,1.4891,0.067,3.5305033,17267.5118919537,1.6541710927097217e-07,8.495454029452253e-11,8.495454029452253e-11,1.5813225744071686e-07,7.114942749666262e-09,9.756640000199031,1.6541709558956366e-07,1.5813224493781274e-07
Belgium,2013,11159407.0,11.7314,2.644,3.665,0.38,5.0424,9.207837,43864.1204196838,1.0512565766263387e-06,2.3693015229214242e-07,3.28422469043382e-07,3.4051988604770846e-08,4.5185196668604343e-07,10.688874759792588,1.051256024056531e-06,3.4051988025001894e-08
Bangladesh,2013,156532141.0,0.9292097,0.194296,0.005081,0.7283787,0.001454,0.41373494,3691.10431102117,5.9362230278317094e-09,1.241253066359068e-09,3.245978728419743e-11,4.653221347045908e-09,9.28882714253554e-12,8.213951848479631,5.936223010212337e-09,4.653221336219674e-09
Bulgaria,2013,7265115.0,6.91335,1.391987,1.373512,4.036138,0.111713,5.8814645,16649.4144661217,9.515816336011199e-07,1.9159875652346867e-07,1.8905578232416144e-07,5.555504627249535e-07,1.537663202853637e-08,9.72019038795893,9.515811808476044e-07,5.555503084068523e-07
Belarus,2013,9443211.0,0.2284,0.0004,0.008,0.138,0.082,6.775445,19014.0529737697,2.4186688193242742e-08,4.2358473193069603e-11,8.471694638613921e-10,1.4613673251609014e-08,8.683487004579269e-09,9.85298620625223,2.41866879007448e-08,1.4613673144829291e-08
Brazil,2013,198478299.0,438.544504593,0.004793593,6.575863,390.992,40.971848,2.6825008,15722.3335254698,2.2095337717147607e-06,2.415172350907743e-11,3.313139538746249e-08,1.9699483619617275e-06,2.0642986264206143e-07,9.662901099830028,2.209531330698612e-06,1.9699464216160015e-06
Canada,2013,35080992.0,415.4689229,1.4989899,11.145443,391.78888,11.03561,16.117868,44301.0562529133,1.184313496323023e-05,4.2729404573280026e-08,3.1770603864337704e-07,1.1168124322140035e-05,3.1457519787353793e-07,10.698786371500331,1.1843064833861053e-05,1.1168061959103916e-05
Switzerland,2013,8089346.0,40.661718,0.5,0.09,38.464718,1.607,5.335637,61656.4661708516,5.026576684938436e-06,6.180969388625483e-08,1.112574489952587e-08,4.754984890002232e-06,1.9865635615042304e-07,11.029349607031905,5.026564051744186e-06,4.754973585097416e-06
Chile,2013,17687006.0,27.35504916,0.00675656,0.5450756,19.907211,6.896006,4.6213045,22201.0660680295,1.5466184135404262e-06,3.8200699428721853e-10,3.08178557750249e-08,1.1255274634949521e-06,3.8989108727616194e-07,10.007940629657442,1.5466172175274009e-06,1.1255268300893918e-06
China,2013,1363240000.0,1093.383256,8.373886,138.26413,909.61224,37.133,7.2199216,12011.6805856079,8.020475162113789e-07,6.142635192629325e-09,1.01423175669728e-07,6.672429212757842e-07,2.7238784073237288e-08,9.393718086306688,8.020471945714418e-07,6.672426986693253e-07
Colombia,2013,46151584.0,45.766848602,0.0,0.057624802,44.36279,1.3464338,1.90903,12779.8865818318,9.91663657784747e-07,0.0,1.2485985746448053e-09,9.612408969538293e-07,2.9174162256272722e-08,9.455706098125656,9.91663166086667e-07,9.612404349620945e-07
Cyprus,2013,1183895.0,0.327,0.047,0.231,0.0,0.049,5.561407,30451.78125,2.762069271345854e-07,3.969946659120952e-08,1.9511865494828513e-07,0.0,4.138880559509078e-08,10.3239326072264,2.7620688898945915e-07,0.0
Czechia,2013,10514272.0,9.308386,2.032654,0.480519,2.734507,4.060706,10.153296,31013.0082933831,8.853096058386163e-07,1.9332332281302976e-07,4.570159493686296e-08,2.600757332509564e-07,3.8620895483776713e-07,10.34219426183178,8.853092139522985e-07,2.600756994312688e-07
Germany,2013,80645605.0,151.94827999999998,30.621,52.737,22.998,45.59228,10.263168,45889.0173022052,1.8841483054160233e-06,3.796983108998934e-07,6.539352020485184e-07,2.851736309746824e-07,5.653411614929295e-07,10.734002884425312,1.8841465304108346e-06,2.851735903126902e-07
Denmark,2013,5614932.0,15.967739094,0.51754165,11.123275,0.013419444,4.313503,7.436014,46869.1932887749,2.8437991936500746e-06,9.217238071627581e-08,1.981016867167759e-06,2.389956637052773e-09,7.682199891289868e-07,10.755137214842,2.8437951500608138e-06,2.3899566341968265e-09
Algeria,2013,38414171.0,0.1276,0.0286,0.0,0.099,0.0,3.664963,14370.820661674,3.3216908416427885e-09,7.445169127820044e-10,0.0,2.577173928860784e-09,0.0,9.57302466984175,3.3216908361259736e-09,2.5771739255398715e-09
Ecuador,2013,15807128.0,11.394979512,0.003663607,0.056702975,11.038825,0.29578793,2.5086834,11295.6127804419,7.20876019476783e-07,2.317693005332784e-10,3.5871775695116786e-09,6.983447594022139e-07,1.8712313204523933e-08,9.332258205822043,7.208757596457901e-07,6.983445155596259e-07
Spain,2013,46620045.0,110.948338,13.110889,55.767128,36.7799,5.290421,5.376438,32602.6024963074,2.3798419327995073e-06,2.812285788226931e-07,1.1962049371681215e-06,7.889288824152786e-07,1.1347953439341382e-07,10.392178067271157,2.3798391009801874e-06,7.889285712110515e-07
Estonia,2013,1317997.0,1.2529,0.0014,0.529,0.026,0.6965,14.898127,27831.1526234213,9.506091440268831e-07,1.0622178957918721e-09,4.013666191956431e-07,1.972690377899191e-08,5.284534031564564e-07,10.23394720055565,9.50608692198297e-07,1.9726903584416547e-08
Finland,2013,5438972.0,25.629667,0.006452,0.773692,12.838601,12.010922,9.50887,41325.8052072321,4.712226317767402e-06,1.1862535788012883e-09,1.4224967512243123e-07,2.360483010392405e-06,2.2083073786737643e-06,10.629266604910754,4.712215215263845e-06,2.360480224456768e-06
France,2013,65997932.0,97.727769,4.734224,16.054344,70.8423,6.096901,5.570985,39583.3520435045,1.4807701701926054e-06,7.173291429798134e-08,2.432552583617317e-07,1.073401815075054e-06,9.238018245783822e-08,10.58618916873352,1.4807690738535392e-06,1.073401238979738e-06
United Kingdom,2013,64128273.0,53.213813,2.010262,28.397152,4.701509,18.10489,7.417552,39954.2191450769,8.298026831316665e-07,3.134751500324981e-08,4.428179751542662e-07,7.331413712014356e-08,2.8232305585400685e-07,10.595514584590841,8.298023388456105e-07,7.331413443266234e-08
Greece,2013,10965211.0,14.350567,3.648101,4.139136,6.346921,0.216409,7.4505033,25730.8809006664,1.3087360562418726e-06,3.326977474487267e-07,3.774789194663012e-07,5.788234261976354e-07,1.9735963129209278e-08,10.155486004067917,1.3087351998475873e-06,5.788232586794207e-07
Croatia,2013,4233922.0,9.275965,0.011283,0.517287,8.6217,0.125695,4.3386483,22432.2579645826,2.1908681832116887e-06,2.6649050218686124e-09,1.2217679021956476e-07,2.0363388839000814e-06,2.968760407017418e-08,10.018299867282213,2.190865783263496e-06,2.036336810564871e-06
Hungary,2013,9893082.0,2.7879050000000003,0.025,0.717905,0.213,1.832,4.397333,24547.9805346257,2.8180348651714404e-07,2.5270183750624932e-09,7.256636506196957e-08,2.1530196555532443e-08,1.8517990652457952e-07,10.108425606275942,2.8180344681054896e-07,2.1530196323757765e-08
Indonesia,2013,255852467.0,26.5059,0.0055,0.0001,16.92278,9.57752,1.9114735,9866.01699250847,1.0359837569985206e-07,2.149676360165798e-11,3.9085024730287244e-13,6.614272748052102e-08,3.7433760605482066e-08,9.1969528570112,1.0359837033354071e-07,6.614272529309092e-08
India,2013,1295829511.0,187.90142000000003,3.433,30.0074,131.98302,22.478,1.5396302,5014.3505659078,1.450047389760365e-07,2.6492682647354833e-09,2.3156904319028123e-08,1.0185214866587493e-07,1.734641772639796e-08,8.520258601424048,1.4500472846285034e-07,1.0185214347894518e-07
Ireland,2013,4623816.0,5.623480043000001,0.000699463,4.542332,0.599497,0.48095158,8.060954,48838.7719825525,1.216198923789355e-06,1.5127396937940437e-10,9.823773264334048e-07,1.2965416443906937e-07,1.0401615894750137e-07,10.796300259551836,1.2161981842200436e-06,1.296541560339689e-07
Iraq,2013,35281989.0,4.655021,0.0463,0.0,4.608721,0.0,3.9978693,14668.5432764995,1.319376013636873e-07,1.3122842932692939e-09,0.0,1.30625317070418e-07,0.0,9.593528737489429,1.3193759265992274e-07,1.3062530853893204e-07
Iceland,2013,323764.0,18.113320248,0.0,0.005484748,12.8628435,5.244992,10.770798,44409.6689530904,5.5946060241410414e-05,0.0,1.6940573998344473e-08,3.972907271963529e-05,1.6200046947776776e-05,10.701235011291152,5.5944495318949374e-05,3.972828354092787e-05
Israel,2013,8059500.0,0.5616,0.4849,0.006,0.0277,0.043,8.142046,34728.8928412686,6.968174204355109e-08,6.016502264408462e-08,7.44463056020845e-10,3.436937775296234e-09,5.335318568149388e-09,10.455356060253044,6.968173961577863e-08,3.4369377693899635e-09
Italy,2013,60233948.0,112.0089,21.5886,14.897,52.774,22.7493,6.0915313,36506.3052448908,1.8595643108102428e-06,3.584125018668874e-07,2.4731900356257573e-07,8.761504392838404e-07,3.7768236609693925e-07,10.505267663240144,1.8595625818226734e-06,8.761500554642685e-07
Japan,2013,127445000.0,120.55022,12.908781,5.133169,79.33157,23.1767,10.298001,39402.0250988025,9.458999568441289e-07,1.0128903448546431e-07,4.027752363764761e-08,6.224769116089293e-07,1.8185648711208758e-07,10.581597871496081,9.458995094810468e-07,6.22476717870257e-07
Kazakhstan,2013,17556502.0,7.7360991,0.0007874,0.0045487,7.730763,0.0,14.533967,23754.1341952117,4.4064011726253893e-07,4.484948083621669e-11,2.5908919669761095e-10,4.4033617858500515e-07,0.0,10.075553962740477,4.4064002018071096e-07,4.403360816370585e-07
Kuwait,2013,3507844.0,0.000182,0.000182,0.0,0.0,0.0,24.036398,76812.5388002442,5.188372116890033e-11,5.188372116890033e-11,0.0,0.0,0.0,11.249136190060645,5.188372116755437e-11,0.0
Sri Lanka,2013,20585000.0,7.20459647,0.01438312,0.23458175,6.9292426,0.026389,0.6793697,11252.6311492148,3.49992541656546e-07,6.987184843332523e-10,1.1395761476803498e-08,3.3661610881709983e-07,1.2819528783094485e-09,9.328446124373011,3.499924804091707e-07,3.366160521619102e-07
Lithuania,2013,2957689.0,1.5257,0.0448,0.6027,0.5212,0.357,4.4551983,26595.3566840109,5.158419292900639e-07,1.5146961022609206e-08,2.0377396000728948e-07,1.7621866261124816e-07,1.207023456489171e-07,10.18852951862248,5.158417962436617e-07,1.7621864708474148e-07
Luxembourg,2013,543360.0,0.370171,0.073738,0.083027,0.119195,0.094211,19.019583,100925.011992241,6.81262882803298e-07,1.3570744994110718e-07,1.5280292991755006e-07,2.1936653415783274e-07,1.73385968786808e-07,11.522142972841948,6.812626507438457e-07,2.1936651009699811e-07
Latvia,2013,2012647.0,3.5332,0.0002,0.119,2.912,0.502,3.660656,21850.1266362473,1.7554991014320941e-06,9.937162353855396e-11,5.91261160054396e-08,1.4468508387213456e-06,2.494227750817704e-07,9.992007761494094,1.7554975605453499e-06,1.4468497920336804e-06
Morocco,2013,33787571.0,4.00000101,0.00010101,1.2149,2.785,0.0,1.6753646,7542.0986328125,1.1838675855094763e-07,2.9895608654436863e-12,3.595700916174176e-08,8.242675982834043e-08,0.0,8.928388335840326,1.1838675154323588e-07,8.242675643125525e-08
Mexico,2013,118343573.0,40.121745,0.106,4.184544,27.95813,7.873071,4.1862464,18170.264789912,3.390276631245534e-07,8.956971410690803e-10,3.535928393846956e-08,2.3624544443997817e-07,6.652723760503665e-08,9.807596767658453,3.3902760565468826e-07,2.3624541653402755e-07
North Macedonia,2013,1922716.0,1.5930179999999998,0.009051,0.0,1.583967,0.0,3.7200131,13662.8217445429,8.28524857545264e-07,4.707403485486156e-09,0.0,8.238174540597779e-07,0.0,9.52250687031554,8.285245143187338e-07,8.238171147223655e-07
Malaysia,2013,30174265.0,13.04329,0.141,0.0,11.7987,1.10359,8.009191,23160.8924510627,4.3226537580948535e-07,4.672856157391074e-09,0.0,3.9101863790219914e-07,3.6573881749895155e-08,10.050263640398024,4.322652823828347e-07,3.9101856145443147e-07
North America,2013,351204513.0,993.125286,17.8976,185.79048,688.7495,100.687706,12.065,52503.1829234609,2.8277691465769975e-06,5.096062077083844e-08,5.290093752297539e-07,1.961106633046028e-06,2.86692517530377e-07,10.86864812013844,2.8277651484453615e-06,1.961104710078929e-06
Netherlands,2013,16804432.0,12.21136,0.5159,5.627148,0.114312,5.954,9.7104645,49622.0519614799,7.266749628907422e-07,3.070023431913676e-08,3.348609462075243e-07,6.802491152334098e-09,3.54311291211747e-07,10.812210762034702,7.266746988626193e-07,6.802491129197156e-09
Norway,2013,5079623.0,130.4248,0.0098,1.881,128.138,0.396,8.762845,67377.9262258772,2.5676078716865406e-05,1.9292770349295605e-09,3.703030717043371e-07,2.52258878267147e-05,7.795854141143939e-08,11.118087580737944,2.5675749091998572e-05,2.5225569659357066e-05
New Zealand,2013,4442100.0,32.635917359000004,0.006701959,2.0218704,23.029074,7.578271,7.9118466,36243.2439727716,7.34695692555323e-06,1.5087366335742104e-09,4.551609373944756e-07,5.184276355777673e-06,1.7060108957475069e-06,10.498035860716811,7.346929936797388e-06,5.184262917463452e-06
Oman,2013,3833913.0,0.0012,0.0012,0.0,0.0,0.0,17.025074,47013.4730934385,3.1299614779991093e-10,3.1299614779991093e-10,0.0,0.0,0.0,10.758210771447239,3.129961477509277e-10,0.0
Pakistan,2013,211073978.0,31.78220364,0.144948,0.15137164,31.485884,0.0,0.7194037,4173.93858568758,1.5057376537433714e-07,6.867165785826996e-10,7.171496999975999e-10,1.4916989909575685e-07,0.0,8.336854927161811,1.5057375403810885e-07,1.4916988796992855e-07
Peru,2013,29817919.0,23.4777,0.1969,0.0012,22.3196,0.96,1.4428895,11290.5547403874,7.873688301319753e-07,6.603411861169788e-09,4.02442571528885e-11,7.485297682913419e-07,3.21954057223108e-08,9.331810357174351,7.873685201573007e-07,7.485294881430747e-07
Philippines,2013,102076336.0,19.902948,0.001414,0.065655,10.019308,9.816571,0.935763,6372.8338209668,1.9498101891118034e-07,1.3852378086925062e-11,6.43195108413766e-10,9.815505133334724e-08,9.616892009133243e-08,8.759956423248463,1.9498099990238394e-07,9.815504651614051e-08
Poland,2013,38040196.0,17.0666,0.0015,6.004,2.439,8.6221,8.4143715,24433.8914344877,4.4864647910857244e-07,3.94319734840483e-11,1.5783304586548396e-07,6.411638888506252e-08,2.2665761238454185e-07,10.103767366661346,4.4864637846677093e-07,6.411638682960695e-08
Portugal,2013,10457295.0,29.4713243,0.4791399,12.014601,13.73,3.2475834,4.603662,27966.0874254705,2.8182550363167528e-06,4.581872271940306e-08,1.1489205382462673e-06,1.3129590395986727e-06,3.1055673575241017e-07,10.238783648684876,2.8182510650434892e-06,1.3129581776687073e-06
Qatar,2013,1916426.0,0.080231,0.003751,0.0,0.0,0.07648,40.739937,169203.26105805,4.1864908950306455e-08,1.957289245710505e-09,0.0,0.0,3.9907619704595956e-08,12.038861909395374,4.1864908073971184e-08,0.0
